family,size_parameter,offset,beta,mae,limit_mae
barbell,100,2.8000000000000007,12.010340371976184,0.022254624102935328,0.0
barbell,100,2.8500000000000005,12.060340371976185,0.02050149768452699,0.0
barbell,100,2.9000000000000004,12.110340371976184,0.01890268004181205,0.0
barbell,100,2.95,12.160340371976183,0.017443708023925163,0.0
barbell,100,3.0,12.210340371976184,0.01611148711611224,0.0
barbell,100,3.0500000000000007,12.260340371976184,0.014894172285024447,0.0
barbell,100,3.1000000000000005,12.310340371976185,0.013781055763220845,0.0
barbell,100,3.1500000000000004,12.360340371976184,0.01276246234628047,0.0
barbell,100,3.2,12.410340371976183,0.011829652426349589,0.0
barbell,100,3.25,12.460340371976184,0.010974732732985002,0.0
barbell,100,3.3000000000000007,12.510340371976184,0.010190574574466206,0.0
barbell,100,3.3500000000000005,12.560340371976185,0.009470739252933048,0.0
barbell,100,3.4000000000000004,12.610340371976184,0.008809410250836988,0.0
barbell,100,3.45,12.660340371976183,0.00820133174314685,0.0
barbell,100,3.5,12.710340371976184,0.007641752970956189,0.0
barbell,100,3.5500000000000007,12.760340371976184,0.00712637801078776,0.0
barbell,100,3.6000000000000005,12.810340371976185,0.0066513204849794885,0.0
barbell,100,3.6500000000000004,12.860340371976184,0.006213062778087468,0.0
barbell,100,3.7,12.910340371976183,0.005808419349307826,0.0
barbell,100,3.75,12.960340371976184,0.0054345037590415425,0.0
barbell,100,3.8000000000000007,13.010340371976184,0.005088699057011615,0.0
barbell,100,3.8500000000000005,13.060340371976185,0.004768631208008414,0.0
barbell,100,3.9000000000000004,13.110340371976184,0.004472145258203564,0.0
barbell,100,3.95,13.160340371976183,0.004197283969134097,0.0
barbell,100,4.0,13.210340371976184,0.003942268667689497,0.0
barbell,10000,-2.0,16.420680743952367,0.4999250012527802,0.5
barbell,10000,-1.95,16.470680743952368,0.499925001252713,0.5
barbell,10000,-1.9,16.52068074395237,0.49992500125264705,0.5
barbell,10000,-1.85,16.570680743952366,0.4999250012525824,0.5
barbell,10000,-1.8,16.620680743952366,0.49992500125251793,0.5
barbell,10000,-1.75,16.670680743952367,0.4999250012524519,0.5
barbell,10000,-1.7,16.720680743952368,0.4999250012523796,0.5
barbell,10000,-1.65,16.77068074395237,0.4999250012522907,0.5
barbell,10000,-1.6,16.820680743952366,0.4999250012521625,0.5
barbell,10000,-1.55,16.870680743952366,0.49992500125194284,0.5
barbell,10000,-1.5,16.920680743952367,0.4999250012515192,0.5
barbell,10000,-1.45,16.970680743952368,0.49992500125064915,0.5
barbell,10000,-1.4,17.02068074395237,0.4999250012488229,0.5
barbell,10000,-1.35,17.070680743952366,0.49992500124498185,0.5
barbell,10000,-1.2999999999999998,17.120680743952366,0.4999250012369638,0.5
barbell,10000,-1.25,17.170680743952367,0.49992500122043004,0.5
barbell,10000,-1.2,17.220680743952368,0.4999250011868019,0.5
barbell,10000,-1.15,17.27068074395237,0.4999250011193818,0.5
barbell,10000,-1.1,17.320680743952366,0.49992500098615494,0.5
barbell,10000,-1.0499999999999998,17.370680743952366,0.4999250007266434,0.5
barbell,10000,-1.0,17.420680743952367,0.49992500022824315,0.5
barbell,10000,-0.95,17.470680743952368,0.4999249992842504,0.5
barbell,10000,-0.8999999999999999,17.52068074395237,0.49992499752046526,0.5
barbell,10000,-0.8499999999999999,17.570680743952366,0.4999249942686218,0.5
barbell,10000,-0.7999999999999998,17.620680743952366,0.4999249883510907,0.5
barbell,10000,-0.75,17.670680743952367,0.49992497771953276,0.5
barbell,10000,-0.7,17.720680743952368,0.49992495885633237,0.5
barbell,10000,-0.6499999999999999,17.77068074395237,0.4999249257957491,0.5
barbell,10000,-0.5999999999999999,17.820680743952366,0.49992486854323026,0.5
barbell,10000,-0.5499999999999998,17.870680743952366,0.49992477055413653,0.5
barbell,10000,-0.5,17.920680743952367,0.4999246047605185,0.5
