family,n,m,gap,tau,normalized,prediction,absolute_error,represented_only,weight_scale,scale,schedule,distance_max,distance_mae,mean_max,mean_mae,closeness_mae,invalid_closeness_nodes
parallel_paths,10,8,1.0,1.0,True,2.805432705451988,0.8054327054519881,,,,,,,,,,
parallel_paths,10,8,1.0,0.04551196133134187,False,1.9999999999086315,9.136846834678636e-11,,,,,,,,,,
parallel_paths,10,8,1.0,0.04551196133134187,True,2.0946394629443503,0.09463946294435033,,,,,,,,,,
parallel_paths,34,32,0.0,0.01,False,1.965342640972003,0.03465735902799705,,,,,,,,,,
parallel_paths,34,32,0.0,0.01,True,2.0,0.0,,,,,,,,,,
parallel_paths,34,32,0.0,0.1,False,1.653426409720028,0.34657359027997203,,,,,,,,,,
parallel_paths,34,32,0.0,0.1,True,2.000000000000001,8.881784197001252e-16,,,,,,,,,,
parallel_paths,34,32,0.0,1.0,False,-1.465735902799726,3.465735902799726,,,,,,,,,,
parallel_paths,34,32,0.0,1.0,True,2.0000000000000004,4.440892098500626e-16,,,,,,,,,,
parallel_paths,34,32,0.0,0.028599966750267436,False,1.9008800684147193,0.09911993158528065,,,,,,,,,,
parallel_paths,34,32,0.0,0.028599966750267436,True,1.9999999999999996,4.440892098500626e-16,,,,,,,,,,
parallel_paths,34,32,0.01,0.01,False,1.9748195982224344,0.025180401777565642,,,,,,,,,,
parallel_paths,34,32,0.01,0.01,True,2.0094769572504316,0.009476957250431628,,,,,,,,,,
parallel_paths,34,32,0.01,0.1,False,1.6630982895046753,0.3369017104953247,,,,,,,,,,
parallel_paths,34,32,0.01,0.1,True,2.009671879784648,0.009671879784647786,,,,,,,,,,
parallel_paths,34,32,0.01,1.0,False,-1.4560499212121638,3.4560499212121636,,,,,,,,,,
parallel_paths,34,32,0.01,1.0,True,2.0096859815875625,0.009685981587562509,,,,,,,,,,
parallel_paths,34,32,0.01,0.028599966750267436,False,1.9105083956386981,0.08949160436130188,,,,,,,,,,
parallel_paths,34,32,0.01,0.028599966750267436,True,2.0096283272239783,0.009628327223978328,,,,,,,,,,
parallel_paths,34,32,0.1,0.01,False,1.9999859359163348,1.4064083665221716e-05,,,,,,,,,,
parallel_paths,34,32,0.1,0.01,True,2.034643294944332,0.03464329494433205,,,,,,,,,,
parallel_paths,34,32,0.1,0.1,False,1.7481959822243462,0.25180401777565375,,,,,,,,,,
parallel_paths,34,32,0.1,0.1,True,2.094769572504319,0.09476957250431894,,,,,,,,,,
parallel_paths,34,32,0.1,1.0,False,-1.3690171049532436,3.369017104953244,,,,,,,,,,
parallel_paths,34,32,0.1,1.0,True,2.096718797846483,0.09671879784648318,,,,,,,,,,
parallel_paths,34,32,0.1,0.028599966750267436,False,1.9810560820976635,0.018943917902336516,,,,,,,,,,
parallel_paths,34,32,0.1,0.028599966750267436,True,2.080176013682944,0.08017601368294391,,,,,,,,,,
parallel_paths,34,32,1.0,0.01,False,2.0,0.0,,,,,,,,,,
parallel_paths,34,32,1.0,0.01,True,2.0346573590279973,0.03465735902799727,,,,,,,,,,
parallel_paths,34,32,1.0,0.1,False,1.9998593591633425,0.00014064083665754623,,,,,,,,,,
parallel_paths,34,32,1.0,0.1,True,2.346432949443315,0.34643294944331515,,,,,,,,,,
parallel_paths,34,32,1.0,1.0,False,-0.5180401777565383,2.5180401777565384,,,,,,,,,,
parallel_paths,34,32,1.0,1.0,True,2.947695725043188,0.9476957250431881,,,,,,,,,,
parallel_paths,34,32,1.0,0.028599966750267436,False,2.0,0.0,,,,,,,,,,
parallel_paths,34,32,1.0,0.028599966750267436,True,2.0991199315852804,0.09911993158528043,,,,,,,,,,
parallel_paths,130,128,0.0,0.01,False,1.9514796973608046,0.04852030263919538,,,,,,,,,,
parallel_paths,130,128,0.0,0.01,True,2.000000000000001,8.881784197001252e-16,,,,,,,,,,
parallel_paths,130,128,0.0,0.1,False,1.5147969736080387,0.48520302639196133,,,,,,,,,,
parallel_paths,130,128,0.0,0.1,True,2.0,0.0,,,,,,,,,,
parallel_paths,130,128,0.0,1.0,False,-2.852030263919618,4.852030263919618,,,,,,,,,,
parallel_paths,130,128,0.0,1.0,True,1.9999999999999973,2.6645352591003757e-15,,,,,,,,,,
parallel_paths,130,128,0.0,0.02057692595505337,False,1.900160132527647,0.09983986747235307,,,,,,,,,,
parallel_paths,130,128,0.0,0.02057692595505337,True,1.999999999999999,1.1102230246251565e-15,,,,,,,,,,
parallel_paths,130,128,0.01,0.01,False,1.9613463496388095,0.038653650361190506,,,,,,,,,,
parallel_paths,130,128,0.01,0.01,True,2.0098666522780055,0.009866652278005539,,,,,,,,,,
parallel_paths,130,128,0.01,0.1,False,1.5247148425650678,0.47528515743493216,,,,,,,,,,
parallel_paths,130,128,0.01,0.1,True,2.0099178689570296,0.009917868957029619,,,,,,,,,,
